bill_id,title_de,vote_id,date,parlyear,vote_subject,sign_yes,sign_no,yes_votes,no_votes,abstain_votes,absent_votes,votetype,bill_type,position_ASO,position_mp,mp_id,lastname,firstname,canton,faction_abbreviation,party_abbreviation,issue_institutions,issue_international,issue_security,issue_europe,issue_law,issue_economy,issue_finances,issue_social,issue_education,issue_communication,issue_science,issue_transport,issue_environment,issue_agriculture,issue_energy,issue_int_organizations,issue_parliament,issue_immigration,issue_culture,issue_health,issue_landuse,department_Parl,department_BK,department_BVers,department_BR,department_EDA,department_EDI,department_EJPD,department_VBS,department_EFD,department_EVD,department_UVEK
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,519,Walter,Hansjörg,TG,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,724,Brélaz,Daniel,VD,G,GPS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,806,Graf,Maya,BL,G,GPS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1071,Humbel,Ruth,AG,C,CVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1104,Büchler,Jakob,SG,C,CVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1109,Pfister,Gerhard,ZG,C,CVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1111,Müri,Felix,LU,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1119,Rime,Jean-François,FR,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1120,Sommaruga,Carlo,GE,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1122,Fluri,Kurt,SO,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1124,de Buman,Dominique,FR,C,CVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1125,Galladé,Chantal,ZH,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1129,Schenker,Silvia,BS,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1131,Allemann,Evi,BE,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1135,Amstutz,Adrian,BE,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1137,Müller,Walter,SG,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1138,Bäumle,Martin,ZH,GL,glp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,5,1139,Markwalder,Christa,BE,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1142,Wobmann,Walter,SO,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1147,Kiener Nellen,Margret,BE,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1156,Heim,Bea,SO,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1159,Schwander,Pirmin,SZ,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1279,Nordmann,Roger,VD,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1288,Amherd,Viola,VS,C,CVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1295,Graf-Litscher,Edith,TG,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1318,Schelbert,Louis,LU,G,GPS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,1337,Glanzmann-Hunkeler,Ida,LU,C,CVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,1345,Müller,Thomas,SG,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,3,1346,Moret,Isabelle,VD,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3828,Cassis,Ignazio,TI,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,3830,Carobbio Guscetti,Marina,TI,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,3865,Steiert,Jean-François,FR,S,SP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3867,Aebi,Andreas,BE,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3872,Bourgeois,Jacques,FR,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3875,Eichenberger-Walther,Corina,AG,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,4,3876,Estermann,Yvette,LU,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3877,Fiala,Doris,ZH,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3878,Flückiger-Bäni,Sylvia,AG,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3880,Geissbühler,Andrea Martina,BE,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,1,3882,Girod,Bastien,ZH,G,GPS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3883,Glauser-Zufferey,Alice,VD,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3885,Grin,Jean-Pierre,VD,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,3,3886,Grunder,Hans,BE,BD,BDP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3887,Heer,Alfred,ZH,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3888,Hiltpold,Hugues,GE,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3890,Hurter,Thomas,SH,V,SVP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.3322,Nutzen des Freizügigkeitsabkommens. Erfassung von Daten über die erwerbstätigen Schweizerinnen und Schweizer im EU-/Efta-Raum,50.5-13808,2016-09-13 12:45:34,2015/16,,Annahme der Motion,Ablehnung der Motion,83,109,1,3,Folge geben/Überweisen,Motion,1,0,3895,Lüscher,Christian,GE,RL,FDP-Liberale,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
